country,city,year,aqi,pm2.5,pm10,deforestation_rate_%,afforestation_rate_%,vehicles_increase_%,industries_increase_%,env_budget_million_usd,population_density_per_sqkm,co2_emissions_mt,green_space_ratio_%,avg_life_expectancy_index,vehicles_per_density,green_space_per_capita
Bangladesh,Sylhet,2020,279.41,176.37,210.53,1.7,0.98,15.29,10.78,135.14,22899.59,288.82,18.35,66.64,0.0006676975439298257,0.0008013243905240226
Bangladesh,Sylhet,2020,339.64,139.87,340.63,5.26,0.21,21.86,10.79,130.46,25032.65,360.92,10.35,62.62,0.0008732595230628798,0.0004134600212122967
Bangladesh,Sylhet,2020,209.75,91.17,229.75,2.97,0.57,15.77,10.73,105.7,15246.7,280.8,23.49,71.23,0.0010343221811933074,0.0015406612578459599
Bangladesh,Sylhet,2020,190.46,83.22,138.7,1.54,0.18,19.13,12.93,136.08,6778.98,330.97,32.22,72.58,0.0028219584657278823,0.0047529274315605005
Bangladesh,Sylhet,2020,335.45,206.67,287.34,4.27,0.4,17.17,10.35,51.8,25568.04,303.01,11.36,62.74,0.0006715415025946456,0.00044430468663221736
Bangladesh,Sylhet,2020,273.68,186.56,203.79,4.27,0.93,15.78,17.35,126.19,12805.26,346.2,25.7,67.01,0.0012323060992123548,0.0020069877534700585
Bangladesh,Sylhet,2020,237.08,128.41,251.8,3.18,1.46,19.67,8.24,127.49,20164.31,319.13,21.03,69.45,0.000975485895624497,0.0010429317938476447
Bangladesh,Sylhet,2020,320.87,172.26,332.89,3.4,1.29,17.48,17.72,169.4,23075.41,377.04,17.41,63.95,0.0007575163344876646,0.0007544828022557346
Bangladesh,Sylhet,2020,267.35,126.49,267.45,2.36,0.99,23.67,9.89,42.45,14274.25,366.69,26.33,67.26,0.0016582307301609544,0.001844580275671226
Bangladesh,Sylhet,2021,189.92,118.81,188.08,1.54,0.6,24.15,9.77,72.36,6142.02,352.21,34.12,72.48,0.003931931188762003,0.005555175658822341
Bangladesh,Sylhet,2021,316.88,186.52,262.58,3.47,1.11,21.0,14.74,95.15,18924.97,397.56,20.93,64.06,0.0011096450879446572,0.0011059462709848416
Bangladesh,Sylhet,2021,225.62,94.43,228.0,5.03,1.07,16.31,13.06,73.8,8568.97,301.17,29.6,70.11,0.0019033792859585225,0.003454324148643303
Bangladesh,Sylhet,2021,307.43,141.46,290.23,5.29,0.7,16.04,15.64,161.91,19969.05,369.88,16.84,64.83,0.000803243018571239,0.0008433050145099541
Bangladesh,Sylhet,2021,283.92,129.66,285.13,3.95,0.18,23.02,15.9,57.68,6233.78,387.64,30.37,66.19,0.003692783511769745,0.004871843408012474
Bangladesh,Sylhet,2021,248.06,160.68,208.76,5.33,0.18,17.12,7.27,156.92,11329.46,261.24,23.87,68.78,0.0015111046775397948,0.002106896533462319
Bangladesh,Sylhet,2021,182.61,115.48,198.4,2.9,0.25,20.04,6.23,140.7,8824.71,283.73,29.02,73.11,0.0022708961540945823,0.003288493332925388
Bangladesh,Sylhet,2021,321.5,202.65,311.34,3.9,0.67,21.61,9.95,122.63,28675.74,347.2,9.43,63.81,0.0007535986865552553,0.00032884940371198787
Bangladesh,Sylhet,2021,274.63,176.15,236.55,4.49,0.21,20.1,17.79,61.22,15847.14,411.5,20.31,66.81,0.0012683676676043755,0.0012816192701017345
Bangladesh,Sylhet,2021,248.24,129.25,177.8,3.64,0.67,17.31,12.11,72.08,9615.27,294.54,28.76,68.59,0.0018002614591165924,0.0029910756536217914
Bangladesh,Sylhet,2021,190.63,81.15,179.63,2.09,0.82,10.62,9.11,45.93,8442.2,222.56,31.94,72.38,0.0012579659330506263,0.0037833740020373837
Bangladesh,Sylhet,2021,250.49,163.43,189.2,3.87,0.79,22.24,9.11,72.76,13930.46,334.15,24.58,68.45,0.0015965014794917037,0.0017644787035029713
Bangladesh,Sylhet,2021,267.78,142.68,200.85,4.4,0.63,24.24,6.04,108.42,12362.23,324.44,25.12,67.36,0.001960811277576942,0.0020319958454097686
Bangladesh,Sylhet,2021,275.37,119.68,280.58,2.13,0.92,20.02,6.29,168.25,21214.61,314.24,19.43,66.98,0.0009436892782851063,0.0009158782555983824
Bangladesh,Sylhet,2021,201.8,133.44,189.69,6.0,1.47,11.7,12.18,132.58,13746.54,262.56,24.67,71.81,0.000851123264472369,0.0017946334132079782
Bangladesh,Sylhet,2021,245.39,104.72,269.19,4.72,0.56,13.7,17.39,90.98,11081.06,329.25,25.9,68.82,0.0012363438154833562,0.0023373215197824036
Bangladesh,Sylhet,2021,307.87,193.06,238.76,3.86,0.11,19.48,12.9,92.82,23792.72,380.17,12.66,64.66,0.0008187378324126035,0.0005320955317424825
Bangladesh,Sylhet,2022,289.41,137.56,265.61,5.8,1.31,20.93,9.18,104.04,24928.56,323.25,13.21,65.91,0.0008395992387847512,0.0005299142830552587
Bangladesh,Sylhet,2022,203.57,133.81,167.15,2.13,0.65,11.24,8.32,78.44,14540.43,218.48,25.27,71.59,0.0007730170290699794,0.0017379128402667595
Bangladesh,Sylhet,2022,283.83,125.31,200.28,5.35,0.51,19.67,6.75,32.27,25736.48,301.27,10.45,66.14,0.0007642847817572568,0.00040603843260616834
Bangladesh,Sylhet,2022,303.87,200.17,246.1,3.33,0.29,10.98,16.86,86.22,25464.7,345.65,12.09,64.91,0.000431185130788896,0.00047477488444788273
Bangladesh,Sylhet,2022,267.51,164.85,288.1,2.78,1.46,11.88,12.76,141.95,29857.56,293.37,11.74,67.45,0.00039788917781627165,0.0003932002481113661
Bangladesh,Sylhet,2022,200.44,119.82,196.8,4.09,1.39,13.04,9.05,123.79,6324.75,226.64,33.76,71.88,0.0020617415708130754,0.005337760385785999
Bangladesh,Sylhet,2022,233.65,145.34,178.78,3.42,1.45,21.56,9.77,94.9,17162.12,327.66,23.76,69.61,0.0012562550547368274,0.0013844443460365038
Bangladesh,Sylhet,2022,279.97,127.68,306.1,4.5,0.15,22.77,6.36,134.22,13742.38,320.13,22.2,66.6,0.0016569182339594743,0.0016154407024110817
Bangladesh,Sylhet,2022,270.18,125.97,257.61,2.0,0.98,24.71,9.71,35.78,13085.75,359.38,27.85,67.06,0.001888313623598189,0.002128269300575053
Bangladesh,Sylhet,2022,204.71,142.71,212.42,2.04,1.15,17.69,8.07,37.95,21382.78,275.32,20.04,71.43,0.0008273012208889584,0.0009372027397747159
Bangladesh,Sylhet,2022,257.76,170.58,256.9,1.97,0.89,13.58,14.95,62.34,11556.6,326.65,29.15,67.94,0.0011750860979872972,0.002522368170569198
Bangladesh,Sylhet,2022,258.86,106.79,275.18,5.7,1.07,15.25,12.55,144.29,22035.55,341.21,15.47,68.03,0.0006920635064702266,0.0007020473734488135
Bangladesh,Sylhet,2022,275.68,164.87,261.04,3.91,1.23,10.27,14.87,140.24,21291.35,293.96,18.48,66.9,0.00048235551057119444,0.0008679581144455378
Bangladesh,Sylhet,2022,260.91,159.15,193.05,2.96,1.29,17.88,8.26,112.67,14486.99,296.44,26.42,67.83,0.0012342108333062976,0.0018237052693485674
Bangladesh,Sylhet,2023,283.28,148.53,223.94,2.7,1.06,17.41,16.67,168.21,16390.42,378.61,24.09,66.45,0.0010622058495145337,0.001469760994532172
Bangladesh,Sylhet,2023,238.79,149.95,255.3,2.44,0.42,20.34,15.54,45.38,8531.27,384.99,30.31,69.17,0.0023841702349122695,0.0035528121838835245
Bangladesh,Sylhet,2023,242.09,116.63,241.67,4.72,1.44,22.75,14.77,44.57,6626.3,390.82,32.97,68.95,0.0034332885622443896,0.004975627424052638
Bangladesh,Sylhet,2023,219.27,109.63,191.17,2.67,1.39,15.55,12.17,126.96,10401.67,286.24,31.1,70.64,0.0014949522528593967,0.0029899045057187935
Bangladesh,Sylhet,2023,394.94,238.03,401.41,5.79,1.45,22.21,17.18,57.97,23712.58,436.26,14.85,58.79,0.0009366336349735034,0.0006262498639962416
Bangladesh,Sylhet,2023,249.45,158.87,206.62,5.26,1.0,14.56,7.61,160.44,12704.52,227.98,25.04,68.69,0.001146048807825876,0.001970952070601644
Bangladesh,Sylhet,2023,345.56,198.83,330.55,5.71,0.99,20.18,16.03,87.83,29872.56,417.41,7.38,62.14,0.0006755363450604836,0.00024704946613212926
Bangladesh,Sylhet,2023,310.13,204.37,248.43,3.29,1.42,21.02,17.36,36.03,18481.06,403.93,22.48,64.4,0.0011373806480797096,0.001216380445710365
Bangladesh,Sylhet,2023,244.65,122.67,267.21,5.03,0.99,18.65,13.22,93.07,12322.0,320.09,25.61,68.88,0.0015135529946437266,0.0020783963642265865
Bangladesh,Sylhet,2023,328.9,174.05,318.12,2.43,0.51,20.96,16.24,45.81,20761.95,395.18,18.33,63.16,0.0010095390847198842,0.0008828650488032192
Bangladesh,Sylhet,2023,273.05,153.82,217.32,5.47,1.29,19.27,15.77,146.69,19180.79,372.38,19.22,67.09,0.001004651007596663,0.0010020442327975019
Bangladesh,Sylhet,2023,261.27,132.02,276.47,3.68,0.15,17.31,10.49,69.66,18881.06,322.3,17.9,67.72,0.0009167917479209322,0.0009480399935173129
Bangladesh,Sylhet,2023,258.56,162.09,196.34,2.26,0.89,19.66,16.85,113.55,11026.4,369.72,29.38,67.99,0.0017829935427700792,0.0026645142566930277
Bangladesh,Sylhet,2023,202.23,96.42,194.55,2.06,0.48,17.27,6.25,129.49,7309.1,261.05,32.07,71.78,0.0023628080064577034,0.004387681109849366
Bangladesh,Sylhet,2023,345.5,159.49,273.89,5.08,1.32,10.53,16.48,151.04,26838.44,350.9,12.03,62.27,0.0003923476923397932,0.00044823767700358143
Bangladesh,Sylhet,2023,279.88,156.68,281.57,5.49,0.41,15.31,11.58,161.13,23459.96,320.28,12.26,66.66,0.000652601283207644,0.0005225925363896614
Bangladesh,Sylhet,2023,340.34,197.8,268.17,4.91,1.45,22.27,12.79,143.76,29369.41,392.31,10.08,62.6,0.0007582719571145623,0.0003432142491115756
Brazil,Brasilia,2014,96.18,59.11,93.39,2.54,0.35,9.33,8.7,299.69,1179.86,210.65,37.33,79.19,0.007907717864831422,0.031639347041174375
Brazil,Brasilia,2014,141.64,75.23,149.68,3.4,0.38,13.93,8.55,132.72,3963.67,236.77,33.78,75.82,0.0035144197170803824,0.008522404741060684
Brazil,Brasilia,2014,156.93,70.06,160.76,1.7,0.76,13.99,7.81,175.05,13259.75,242.05,27.33,74.89,0.0010550726823658062,0.002061124832670299
Brazil,Brasilia,2014,140.24,87.16,127.59,3.83,1.33,6.89,7.16,95.62,5436.61,153.75,34.71,75.84,0.0012673338716589933,0.006384493277980212
Brazil,Brasilia,2014,229.82,157.32,241.36,3.99,1.49,13.89,7.55,346.1,14841.89,244.76,25.64,70.37,0.0009358646371856954,0.0017275427859928891
Brazil,Brasilia,2014,90.64,45.96,70.72,2.59,1.32,11.6,6.55,373.09,3967.46,181.68,37.4,79.7,0.0029237849909009793,0.009426686091353158
Brazil,Brasilia,2014,145.36,97.91,126.85,1.87,0.67,13.07,4.5,224.87,7435.56,194.88,32.72,75.76,0.0017577694215365083,0.004400475552614732
Brazil,Brasilia,2014,106.92,60.27,79.55,3.25,2.08,11.93,4.29,284.6,4379.9,173.08,38.62,78.44,0.002723806479599991,0.008817552912166944
Brazil,Brasilia,2014,96.3,47.26,103.09,3.45,1.73,12.38,7.4,148.37,2264.88,210.98,39.48,78.88,0.00546607325774434,0.017431387093355937
Brazil,Brasilia,2014,175.75,114.42,186.67,2.65,2.36,8.65,5.56,271.77,12811.51,186.76,31.6,73.83,0.0006751741207710879,0.002466532048134841
Brazil,Brasilia,2014,130.38,89.33,117.8,1.59,2.86,7.41,8.98,385.79,9700.99,215.6,37.28,77.08,0.0007638395668895649,0.003842906754877595
Brazil,Brasilia,2014,129.29,62.88,110.13,2.22,2.31,11.1,5.28,224.53,4373.06,179.76,40.34,76.83,0.0025382683978724275,0.00922466190722286
Brazil,Brasilia,2014,154.77,84.72,133.76,3.08,1.71,8.58,4.92,325.56,10177.68,171.68,31.88,75.33,0.0008430211993302992,0.0031323445028729534
Brazil,Brasilia,2014,201.93,112.6,187.44,3.59,1.57,9.1,8.65,262.04,14897.22,237.26,26.21,72.06,0.0006108522261200411,0.0017593886644622287
Brazil,Brasilia,2014,140.53,58.15,125.66,0.68,2.8,12.34,7.3,330.0,11482.38,243.99,36.24,76.29,0.0010746900903819592,0.0031561401033583635
Brazil,Brasilia,2014,92.05,47.93,93.23,2.73,2.83,7.94,7.04,178.23,5833.68,172.05,39.93,79.22,0.0013610619711742844,0.006844736084255564
Brazil,Brasilia,2014,101.72,44.37,73.71,0.9,2.48,7.59,8.53,250.16,11142.2,206.87,35.41,78.72,0.0006811940191344617,0.0031780079338012235
Brazil,Brasilia,2014,164.22,104.84,176.28,3.93,2.83,12.95,3.78,144.32,6578.86,185.39,37.97,74.34,0.0019684261406991486,0.005771516645741055
Brazil,Brasilia,2014,187.73,105.67,205.41,1.62,2.92,9.26,7.53,199.61,14616.97,214.25,32.53,72.88,0.0006335102281799853,0.0022254954344162986
Brazil,Brasilia,2014,118.46,82.69,103.59,2.74,1.04,8.72,3.52,275.44,3278.0,122.65,37.11,77.65,0.002660158633312996,0.011320927394752898
Brazil,Brasilia,2014,160.72,90.52,132.48,0.76,2.91,10.87,6.63,259.3,14222.69,196.68,33.73,74.8,0.0007642717376248796,0.0023715626228231084
Brazil,Brasilia,2015,111.63,62.33,79.57,0.72,1.49,8.73,5.93,160.91,13166.39,176.34,30.59,77.88,0.000663051907166657,0.0023233399587890076
Brazil,Brasilia,2015,196.48,98.43,152.95,3.46,1.05,9.52,8.76,118.25,9474.6,226.61,30.22,72.14,0.0010047917590188503,0.003189580562767821
Brazil,Brasilia,2015,150.99,100.14,152.86,3.11,2.94,6.33,5.67,241.6,13809.29,154.53,31.91,75.42,0.0004583870713121384,0.002310763261543497
Brazil,Brasilia,2015,126.65,56.32,117.79,3.39,2.86,8.26,7.07,383.13,3991.28,170.55,41.21,77.32,0.0020695115351466193,0.010325008518570484
Brazil,Brasilia,2015,192.12,78.67,204.15,2.77,2.37,12.25,3.98,287.12,14319.05,214.47,30.02,72.77,0.0008555036821576851,0.002096507799050915
Brazil,Brasilia,2015,113.39,77.78,114.77,2.79,1.82,5.23,7.32,202.86,9192.08,148.14,33.48,77.85,0.0005689680681630274,0.003642265950687983
Brazil,Brasilia,2015,122.66,82.97,131.4,3.65,2.39,7.08,3.99,387.69,6044.52,120.43,37.47,77.6,0.001171308888050664,0.006199003394810505
Brazil,Brasilia,2015,173.52,109.23,182.15,4.16,1.38,13.36,9.21,309.67,2323.02,227.77,37.66,74.05,0.005751134299317268,0.016211655517386847
Brazil,Brasilia,2015,134.38,80.69,123.99,1.35,0.72,11.98,7.9,261.73,13542.68,245.62,27.26,76.56,0.0008846107269757537,0.002012895527325463
Brazil,Brasilia,2015,170.09,73.99,134.32,1.71,1.16,9.28,6.51,123.25,13909.04,184.22,27.88,73.91,0.0006671919844935379,0.0020044517809999825
Brazil,Brasilia,2015,194.65,133.37,175.81,1.4,1.65,13.59,8.11,283.57,14608.2,245.71,28.94,72.59,0.0009302994208732081,0.0019810791199463317
Brazil,Brasilia,2015,168.21,75.52,124.24,4.27,2.87,12.31,8.9,126.74,12686.82,241.1,31.66,74.04,0.0009702983095842772,0.002495503207265493
Brazil,Brasilia,2015,146.16,91.51,142.7,0.61,0.76,10.17,9.94,130.49,6925.08,221.71,34.73,75.52,0.0014685750922733022,0.005015104518648159
Brazil,Brasilia,2015,162.44,72.62,156.34,0.79,1.12,5.22,9.73,283.01,13220.7,208.62,29.34,74.74,0.0003948353718033084,0.0022192470897910094
Brazil,Brasilia,2015,199.62,134.76,184.0,3.71,0.59,7.34,7.58,278.2,12928.22,181.12,25.12,72.25,0.0005677502393987726,0.0019430362416481158
Brazil,Brasilia,2015,98.41,63.16,72.33,1.37,1.31,5.86,6.41,82.75,1064.55,158.23,41.49,78.6,0.005504673336151426,0.03897421445681274
Brazil,Brasilia,2015,143.51,80.43,142.81,3.87,2.83,5.9,6.14,156.17,12147.63,179.16,32.49,75.74,0.00048569144763217195,0.002674595785350723
Brazil,Brasilia,2015,170.18,74.33,149.59,1.79,1.82,12.53,9.82,297.63,9353.16,241.07,34.31,74.25,0.001339654191738407,0.0036682789559892063
Brazil,Brasilia,2015,123.84,75.94,109.01,2.38,2.16,8.05,4.85,255.13,9969.96,169.7,34.14,77.25,0.0008074255062206871,0.0034242865568166777
Brazil,Brasilia,2016,137.1,61.66,124.16,2.51,2.09,7.97,6.57,348.31,7398.76,172.12,36.36,76.56,0.0010772075320729419,0.004914336997010309
Brazil,Brasilia,2016,161.23,85.36,139.34,3.23,1.04,13.99,9.44,367.03,1466.81,232.34,38.42,74.99,0.009537704269809997,0.02619289478528235
Brazil,Brasilia,2016,125.24,78.7,119.26,0.86,2.54,11.56,9.05,150.56,9547.06,214.07,37.21,76.95,0.0012108439666242803,0.003897534947931615
Brazil,Brasilia,2016,133.19,82.34,97.19,4.04,0.67,12.62,5.47,80.64,8143.57,205.92,29.82,76.28,0.0015496888956563276,0.0036617846963923686
Brazil,Brasilia,2016,169.62,110.04,177.11,1.9,0.53,8.96,10.0,236.81,5533.35,204.24,34.17,74.17,0.0016192722311077377,0.006175282604570468
Brazil,Brasilia,2016,86.99,56.53,75.87,1.73,1.12,4.57,5.06,309.2,7696.34,130.26,33.94,79.82,0.0005937887359446179,0.004409888336533989
Brazil,Brasilia,2016,110.8,49.34,83.25,1.92,1.76,9.47,8.98,242.75,3498.63,188.44,39.87,78.1,0.0027067737943137745,0.011395889248077103
Brazil,Brasilia,2016,204.51,87.06,195.97,3.82,0.95,13.61,9.47,215.94,14537.27,270.36,24.49,71.8,0.0009362142960817264,0.001684635423294745
Brazil,Brasilia,2016,143.08,70.68,105.6,0.66,1.21,12.76,3.8,104.41,12678.98,204.61,30.3,75.67,0.0010063901039358055,0.002389782143358535
Brazil,Brasilia,2016,60.86,30.48,44.13,1.46,1.71,6.15,4.6,284.59,7238.86,155.83,36.42,81.51,0.0008495812876613169,0.0050311789425406764
Brazil,Brasilia,2016,171.91,116.32,135.55,2.05,0.77,7.72,9.67,287.25,14511.74,232.86,25.76,74.11,0.0005319830702589766,0.0017751144935066368
Brazil,Brasilia,2016,144.6,92.22,146.24,3.63,1.22,8.92,3.96,84.28,9815.8,168.39,30.2,75.53,0.0009087389718616924,0.0030766723038366714
Brazil,Brasilia,2016,110.52,74.99,83.75,1.27,1.72,6.29,8.43,105.41,9448.05,184.09,34.46,77.84,0.0006657458417345379,0.003647313466800028
Brazil,Brasilia,2016,110.21,51.1,95.74,1.86,2.98,5.4,3.51,137.53,10418.61,120.94,36.66,77.93,0.0005183033053353566,0.003518703550665587
Brazil,Brasilia,2016,142.14,86.13,151.99,4.28,1.19,7.64,3.98,81.78,9739.81,162.46,29.55,75.69,0.000784409552137054,0.0030339400871269564
Brazil,Brasilia,2016,56.5,24.6,41.12,0.97,2.48,4.54,3.86,364.21,1675.49,110.16,44.79,81.96,0.0027096550859748493,0.026732478260091078
Brazil,Brasilia,2016,164.64,81.88,136.73,3.08,2.11,5.06,7.61,262.74,11955.47,164.57,31.31,74.55,0.00042323722948575004,0.0026188849120946313
Brazil,Brasilia,2016,105.24,67.29,76.31,0.91,0.69,4.99,4.13,171.85,10663.62,125.19,30.49,78.33,0.0004679461571211277,0.0028592541744735835
Brazil,Brasilia,2016,133.94,54.24,133.3,3.49,2.51,5.03,3.76,64.47,7834.7,142.55,36.21,76.2,0.000642015648333695,0.004621746844167614
Brazil,Brasilia,2016,171.87,93.9,182.78,3.22,2.52,10.52,6.61,222.41,12944.95,216.82,31.38,73.99,0.0008126721231059216,0.002424111332990857
Brazil,Brasilia,2017,180.79,75.03,169.9,2.24,1.55,12.72,7.3,73.55,8111.53,215.79,34.31,73.09,0.0015681381934111076,0.004229781557856533
Brazil,Brasilia,2017,157.89,93.25,149.57,4.22,1.17,7.63,9.09,168.39,11365.92,198.29,27.91,74.81,0.0006713050945282036,0.002455586525331869
Brazil,Brasilia,2017,86.26,49.83,73.09,0.64,2.46,4.79,7.1,136.43,5086.55,139.83,41.67,79.52,0.0009416991870717874,0.008192193136801957
Brazil,Brasilia,2017,100.62,45.45,71.27,0.72,2.39,11.04,5.04,163.78,11226.33,175.67,35.22,78.62,0.0009834024120081986,0.003137267477439199
Brazil,Brasilia,2017,123.53,82.45,101.2,4.13,2.39,7.49,8.65,345.26,1306.53,190.05,41.74,77.46,0.005732742455205774,0.031947218969330976
Brazil,Brasilia,2017,95.41,61.68,70.92,0.89,1.22,4.87,5.92,395.64,6496.46,148.62,36.26,79.43,0.0007496390341816928,0.005581501309944185
Brazil,Brasilia,2017,138.67,77.55,97.99,2.03,1.14,11.92,6.58,185.47,2162.59,183.49,39.23,76.13,0.00551190933094114,0.018140285491008466
Brazil,Brasilia,2017,145.61,76.9,140.7,3.54,0.83,7.65,9.74,167.17,10592.43,224.51,28.36,75.63,0.0007222138829333779,0.0026773837542471367
Brazil,Brasilia,2017,108.82,51.69,89.79,3.2,1.46,12.58,8.75,286.34,3549.32,206.95,37.63,78.32,0.0035443408878320353,0.010602030811535731
Brazil,Brasilia,2017,100.87,59.01,108.14,3.92,2.34,5.67,8.12,76.04,5513.9,161.85,37.6,78.43,0.0010283102704075156,0.006819129835506629
Brazil,Brasilia,2018,116.26,59.66,126.16,4.24,2.96,8.55,6.56,311.45,2736.51,166.69,41.91,77.87,0.0031244175975969394,0.015315127662606749
Brazil,Brasilia,2018,94.88,48.27,78.99,1.54,0.41,6.23,4.19,186.82,4792.99,113.89,34.9,79.05,0.0012998149380658004,0.007281467309549989
Brazil,Brasilia,2018,145.46,63.3,124.42,0.76,0.99,4.7,9.14,80.83,9160.09,161.27,33.04,75.46,0.0005130953953509191,0.0036069514600839073
Brazil,Brasilia,2018,120.83,76.09,109.0,2.47,2.75,10.58,4.89,259.39,1541.57,151.93,44.26,77.46,0.0068631330396933,0.02871098944582471
Brazil,Brasilia,2018,108.79,51.84,84.55,1.95,1.83,11.04,6.16,340.66,1198.83,164.11,42.35,78.43,0.009208978754285429,0.03532610962354963
Brazil,Brasilia,2018,93.35,42.04,69.49,1.83,0.83,6.88,9.43,277.67,6961.3,187.39,33.71,79.33,0.0009883211469122147,0.004842486317210866
Brazil,Brasilia,2018,91.1,61.19,72.75,1.77,1.77,4.22,9.34,298.99,5072.0,166.98,38.45,79.52,0.0008320189274447949,0.007580835962145111
Brazil,Brasilia,2018,157.14,91.48,127.86,3.37,0.66,8.17,4.81,323.67,14913.24,155.82,23.71,75.17,0.0005478353463097221,0.001589862430967382
Brazil,Brasilia,2018,111.21,76.73,101.9,3.9,1.3,10.09,3.16,331.79,6820.87,144.44,33.18,78.25,0.001479283434517884,0.004864482096858612
Brazil,Brasilia,2018,61.15,39.78,46.79,1.06,2.7,5.5,4.79,214.79,4309.06,135.49,42.73,81.35,0.0012763804634885565,0.009916315855430185
Brazil,Brasilia,2018,155.45,72.99,124.07,0.66,1.34,13.39,9.72,155.57,9470.95,258.56,33.89,74.95,0.0014137969263907,0.0035783105179522643
Brazil,Brasilia,2018,111.45,61.74,84.3,1.47,1.25,8.11,3.21,289.6,9693.29,139.59,32.58,78.15,0.0008366612367936994,0.003361087927834615
Brazil,Brasilia,2018,204.86,141.75,147.85,1.34,1.52,11.3,9.94,188.46,13981.31,234.73,29.25,71.72,0.0008082218332902997,0.0020920786392691387
Brazil,Brasilia,2018,221.6,107.45,243.21,2.88,2.58,13.55,9.0,226.26,13974.9,254.19,30.89,70.68,0.000969595489055378,0.002210391487595618
Brazil,Brasilia,2018,118.08,65.0,96.7,0.92,1.57,13.13,6.81,207.63,5858.06,200.9,37.93,77.54,0.0022413563534685542,0.006474839793378695
Brazil,Brasilia,2018,68.21,31.58,73.74,1.52,0.58,5.44,6.81,299.21,7607.56,155.96,32.61,81.05,0.0007150781590943746,0.004286525508835947
Brazil,Brasilia,2018,98.55,57.17,105.69,1.08,1.25,9.92,8.94,382.73,7292.91,198.35,35.37,79.2,0.001360225205027897,0.004849915877201282
Brazil,Brasilia,2018,86.18,48.39,86.66,0.54,2.43,7.0,8.81,140.36,6329.85,173.17,40.42,79.54,0.0011058713871576736,0.00638561735270188
Brazil,Brasilia,2018,112.79,62.26,90.24,3.97,0.44,4.45,7.42,268.65,8232.06,167.62,29.13,78.02,0.0005405694321955866,0.003538603946035379
Brazil,Brasilia,2018,121.41,57.81,104.14,1.26,2.23,9.68,5.24,106.21,13319.71,196.06,32.11,77.12,0.0007267425491996448,0.002410713146157086
Brazil,Brasilia,2019,135.31,78.26,121.93,1.98,1.57,6.4,5.52,351.46,14247.25,183.41,28.49,76.68,0.00044920949656951343,0.0019996841495727243
Brazil,Brasilia,2019,114.49,78.28,99.4,2.66,2.79,9.41,4.9,223.38,4492.69,147.3,41.2,77.81,0.002094513531981953,0.00917045244608464
Brazil,Brasilia,2019,140.49,67.71,139.61,2.93,1.0,9.83,4.56,327.11,11444.01,172.59,28.63,76.29,0.0008589646461336542,0.002501745454609005
Brazil,Brasilia,2019,184.65,80.29,171.05,2.62,1.13,12.26,6.68,158.62,9957.28,196.63,30.83,73.01,0.0012312599424742499,0.003096227082094708
Brazil,Brasilia,2019,123.78,56.02,96.25,3.22,0.76,7.21,9.91,283.2,2240.86,178.94,36.82,77.31,0.003217514704176075,0.016431191596083645
Brazil,Brasilia,2019,71.44,47.72,58.32,0.95,2.29,5.8,4.15,363.79,11386.82,129.45,34.53,80.96,0.0005093608224245224,0.0030324533100549583
Brazil,Brasilia,2019,167.36,114.2,182.29,1.78,1.32,9.74,9.29,366.88,10914.59,235.91,31.27,74.58,0.0008923834976852085,0.0028649724817881384
Brazil,Brasilia,2019,153.6,100.71,168.59,1.73,1.95,8.24,7.17,315.82,12731.95,205.06,31.4,75.39,0.0006471907288357243,0.0024662365152235124
Brazil,Brasilia,2019,121.59,80.41,90.13,0.52,2.9,11.58,9.06,331.43,3260.46,201.18,44.93,77.56,0.0035516460867484954,0.013780264134508627
Brazil,Brasilia,2019,200.7,112.95,204.13,3.12,2.09,11.82,9.87,365.21,12690.41,236.0,30.46,72.35,0.000931411987477158,0.0024002376597761616
